order_id,order_date,customer_id,customer_name,customer_segment,country,city,product_id,category,product_name,quantity,unit_price,discount,payment_method,shipping_mode,order_status,rating,total_amount,profit,marketing_channel
ORD0000002803,2023-02-03 02:11:00,CUST203711,Noah Diallo,Corporate,Tunisia,Tunis,PROD06893,Books,Business Analytics,8,274.90,0.20,Credit Card,Express,Returned,3,1759.36,351.87,Marketplace
ORD0000002804,2023-02-03 02:28:00,CUST203748,Maya Adeyemi,Consumer,Morocco,Casablanca,PROD06924,Fashion,Cotton Shirt,3,275.87,0.10,Credit Card,Standard,Processing,2,744.85,119.18,Referral
ORD0000002805,2023-02-03 02:45:00,CUST203785,Adam Mansour,Small Business,Ghana,Accra,PROD06955,Health,Water Bottle,7,276.84,0.00,Credit Card,Pickup Point,Shipped,1,1937.88,232.55,Email
ORD0000002806,2023-02-03 03:02:00,CUST203822,Sara Mensah,Home Office,Egypt,Cairo,PROD06986,Furniture,Bookcase,2,277.81,0.15,Credit Card,Same Day,Delivered,5,472.28,37.78,Social Media
ORD0000002807,2023-02-03 03:19:00,CUST203859,Youssef Ndiaye,Corporate,Tunisia,Tunis,PROD07017,Office Supplies,Desk Organizer,6,278.78,0.05,Credit Card,Express,Delivered,4,1589.05,429.04,Paid Search
ORD0000002808,2023-02-03 03:36:00,CUST203896,Nora Toure,Consumer,Morocco,Casablanca,PROD07048,Electronics,Bluetooth Speaker,1,279.75,0.20,Credit Card,Standard,Delivered,3,223.80,51.47,Organic Search
ORD0000002809,2023-02-03 03:53:00,CUST203933,Karim Okafor,Small Business,Ghana,Accra,PROD07079,Sports,Training Gloves,5,280.72,0.10,Credit Card,Pickup Point,Returned,2,1263.24,240.02,Marketplace
ORD0000002810,2023-02-03 04:10:00,CUST203970,Hana Traore,Home Office,Egypt,Cairo,PROD07110,Groceries,Rice Bag,9,281.69,0.00,Credit Card,Same Day,Processing,1,2535.21,380.28,Referral
ORD0000002811,2023-02-03 04:27:00,CUST204007,Elias Ali,Corporate,Tunisia,Tunis,PROD07141,Books,Business Analytics,4,282.66,0.15,Credit Card,Express,Shipped,5,961.04,105.71,Email
ORD0000002812,2023-02-03 04:44:00,CUST204044,Leila Hassan,Consumer,Morocco,Casablanca,PROD07172,Fashion,Cotton Shirt,8,283.63,0.05,Credit Card,Standard,Delivered,4,2155.59,646.68,Social Media
ORD0000002813,2023-02-03 05:01:00,CUST204081,Ilyas Abdi,Small Business,Ghana,Accra,PROD07203,Health,Water Bottle,3,284.60,0.20,Credit Card,Pickup Point,Delivered,3,683.04,177.59,Paid Search
ORD0000002814,2023-02-03 05:18:00,CUST204118,Mariam Bennani,Home Office,Egypt,Cairo,PROD07234,Furniture,Bookcase,7,285.57,0.10,Credit Card,Same Day,Delivered,2,1799.09,395.80,Organic Search
ORD0000002815,2023-02-03 05:35:00,CUST204155,Rayan Kone,Corporate,Tunisia,Tunis,PROD07265,Office Supplies,Desk Organizer,2,286.54,0.00,Credit Card,Express,Returned,1,573.08,103.15,Marketplace
ORD0000002816,2023-02-03 05:52:00,CUST204192,Amina Khalil,Consumer,Morocco,Casablanca,PROD07296,Electronics,Bluetooth Speaker,6,287.51,0.15,Credit Card,Standard,Processing,5,1466.30,205.28,Referral
ORD0000002817,2023-02-03 06:09:00,CUST204229,Omar Diallo,Small Business,Ghana,Accra,PROD07327,Sports,Training Gloves,1,288.48,0.05,Credit Card,Pickup Point,Shipped,4,274.06,27.41,Email
ORD0000002818,2023-02-03 06:26:00,CUST204266,Lina Adeyemi,Home Office,Egypt,Cairo,PROD07358,Groceries,Rice Bag,5,289.45,0.20,Credit Card,Same Day,Delivered,3,1157.80,335.76,Social Media
ORD0000002819,2023-02-03 06:43:00,CUST204303,Noah Mansour,Corporate,Tunisia,Tunis,PROD07389,Books,Business Analytics,9,290.42,0.10,Credit Card,Express,Delivered,2,2352.40,588.10,Paid Search
ORD0000002820,2023-02-03 07:00:00,CUST204340,Maya Mensah,Consumer,Morocco,Casablanca,PROD07420,Fashion,Cotton Shirt,4,291.39,0.00,Credit Card,Standard,Delivered,1,1165.56,244.77,Organic Search
ORD0000002821,2023-02-03 07:17:00,CUST204377,Adam Ndiaye,Small Business,Ghana,Accra,PROD07451,Health,Water Bottle,8,292.36,0.15,Credit Card,Pickup Point,Returned,5,1988.05,337.97,Marketplace
ORD0000002822,2023-02-03 07:34:00,CUST204414,Sara Toure,Home Office,Egypt,Cairo,PROD07482,Furniture,Bookcase,3,293.33,0.05,Credit Card,Same Day,Processing,4,835.99,108.68,Referral
ORD0000002823,2023-02-03 07:51:00,CUST204451,Youssef Okafor,Corporate,Tunisia,Tunis,PROD07513,Office Supplies,Desk Organizer,7,294.30,0.20,Credit Card,Express,Shipped,3,1648.08,148.33,Email
ORD0000002824,2023-02-03 08:08:00,CUST204488,Nora Traore,Consumer,Morocco,Casablanca,PROD07544,Electronics,Bluetooth Speaker,2,295.27,0.10,Credit Card,Standard,Delivered,2,531.49,148.82,Social Media
ORD0000002825,2023-02-03 08:25:00,CUST204525,Karim Ali,Small Business,Ghana,Accra,PROD07575,Sports,Training Gloves,6,296.24,0.00,Credit Card,Pickup Point,Delivered,1,1777.44,426.59,Paid Search
ORD0000002826,2023-02-03 08:42:00,CUST204562,Hana Hassan,Home Office,Egypt,Cairo,PROD07606,Groceries,Rice Bag,1,297.21,0.15,Credit Card,Same Day,Delivered,5,252.63,50.53,Organic Search
ORD0000002827,2023-02-03 08:59:00,CUST204599,Elias Abdi,Corporate,Tunisia,Tunis,PROD07637,Books,Business Analytics,5,298.18,0.05,Credit Card,Express,Returned,4,1416.36,226.62,Marketplace
ORD0000002828,2023-02-03 09:16:00,CUST204636,Leila Bennani,Consumer,Morocco,Casablanca,PROD07668,Fashion,Cotton Shirt,9,299.15,0.20,Credit Card,Standard,Processing,3,2153.88,258.47,Referral
ORD0000002829,2023-02-03 09:33:00,CUST204673,Ilyas Kone,Small Business,Ghana,Accra,PROD07699,Health,Water Bottle,4,300.12,0.10,Credit Card,Pickup Point,Shipped,2,1080.43,86.43,Email
ORD0000002830,2023-02-03 09:50:00,CUST204710,Mariam Khalil,Home Office,Egypt,Cairo,PROD07730,Furniture,Bookcase,8,301.09,0.00,Credit Card,Same Day,Delivered,1,2408.72,650.35,Social Media
ORD0000002831,2023-02-03 10:07:00,CUST204747,Rayan Diallo,Corporate,Tunisia,Tunis,PROD07761,Office Supplies,Desk Organizer,3,302.06,0.15,Credit Card,Express,Delivered,5,770.25,177.16,Paid Search
ORD0000002832,2023-02-03 10:24:00,CUST204784,Amina Adeyemi,Consumer,Morocco,Casablanca,PROD07792,Electronics,Bluetooth Speaker,7,303.03,0.05,Credit Card,Standard,Delivered,4,2015.15,382.88,Organic Search
ORD0000002833,2023-02-03 10:41:00,CUST204821,Omar Mansour,Small Business,Ghana,Accra,PROD07823,Sports,Training Gloves,2,304.00,0.20,Credit Card,Pickup Point,Returned,3,486.40,72.96,Marketplace
ORD0000002834,2023-02-03 10:58:00,CUST204858,Lina Mensah,Home Office,Egypt,Cairo,PROD07854,Groceries,Rice Bag,6,304.97,0.10,Credit Card,Same Day,Processing,2,1646.84,181.15,Referral
ORD0000002835,2023-02-03 11:15:00,CUST204895,Noah Ndiaye,Corporate,Tunisia,Tunis,PROD07885,Books,Business Analytics,1,305.94,0.00,Credit Card,Express,Shipped,1,305.94,91.78,Email
ORD0000002836,2023-02-03 11:32:00,CUST204932,Maya Toure,Consumer,Morocco,Casablanca,PROD07916,Fashion,Cotton Shirt,5,306.91,0.15,Credit Card,Standard,Delivered,5,1304.37,339.14,Social Media
ORD0000002837,2023-02-03 11:49:00,CUST204969,Adam Okafor,Small Business,Ghana,Accra,PROD07947,Health,Water Bottle,9,307.88,0.05,Credit Card,Pickup Point,Delivered,4,2632.37,579.12,Paid Search
ORD0000002838,2023-02-03 12:06:00,CUST205006,Sara Traore,Home Office,Egypt,Cairo,PROD07978,Furniture,Bookcase,4,308.85,0.20,Credit Card,Same Day,Delivered,3,988.32,177.90,Organic Search
ORD0000002839,2023-02-03 12:23:00,CUST205043,Youssef Ali,Corporate,Tunisia,Tunis,PROD08009,Office Supplies,Desk Organizer,8,309.82,0.10,Credit Card,Express,Returned,2,2230.70,312.30,Marketplace
ORD0000002840,2023-02-03 12:40:00,CUST205080,Nora Hassan,Consumer,Morocco,Casablanca,PROD08040,Electronics,Bluetooth Speaker,3,310.79,0.00,Credit Card,Standard,Processing,1,932.37,93.24,Referral
ORD0000002841,2023-02-03 12:57:00,CUST205117,Karim Abdi,Small Business,Ghana,Accra,PROD08071,Sports,Training Gloves,7,311.76,0.15,Credit Card,Pickup Point,Shipped,5,1854.97,537.94,Email
ORD0000002842,2023-02-03 13:14:00,CUST205154,Hana Bennani,Home Office,Egypt,Cairo,PROD08102,Groceries,Rice Bag,2,312.73,0.05,Credit Card,Same Day,Delivered,4,594.19,148.55,Social Media
ORD0000002843,2023-02-03 13:31:00,CUST205191,Elias Kone,Corporate,Tunisia,Tunis,PROD08133,Books,Business Analytics,6,313.70,0.20,Credit Card,Express,Delivered,3,1505.76,316.21,Paid Search
ORD0000002844,2023-02-03 13:48:00,CUST205228,Leila Khalil,Consumer,Morocco,Casablanca,PROD08164,Fashion,Cotton Shirt,1,314.67,0.10,Credit Card,Standard,Delivered,2,283.20,48.14,Organic Search
ORD0000002845,2023-02-03 14:05:00,CUST205265,Ilyas Diallo,Small Business,Ghana,Accra,PROD08195,Health,Water Bottle,5,315.64,0.00,Credit Card,Pickup Point,Returned,1,1578.20,205.17,Marketplace
ORD0000002846,2023-02-03 14:22:00,CUST205302,Mariam Adeyemi,Home Office,Egypt,Cairo,PROD08226,Furniture,Bookcase,9,316.61,0.15,Credit Card,Same Day,Processing,5,2422.07,217.99,Referral
ORD0000002847,2023-02-03 14:39:00,CUST205339,Rayan Mansour,Corporate,Tunisia,Tunis,PROD08257,Office Supplies,Desk Organizer,4,317.58,0.05,Credit Card,Express,Shipped,4,1206.80,337.90,Email
ORD0000002848,2023-02-03 14:56:00,CUST205376,Amina Mensah,Consumer,Morocco,Casablanca,PROD08288,Electronics,Bluetooth Speaker,8,318.55,0.20,Credit Card,Standard,Delivered,3,2038.72,489.29,Social Media
ORD0000002849,2023-02-03 15:13:00,CUST205413,Omar Ndiaye,Small Business,Ghana,Accra,PROD08319,Sports,Training Gloves,3,319.52,0.10,Credit Card,Pickup Point,Delivered,2,862.70,172.54,Paid Search
ORD0000002850,2023-02-03 15:30:00,CUST205450,Lina Toure,Home Office,Egypt,Cairo,PROD08350,Groceries,Rice Bag,7,320.49,0.00,Credit Card,Same Day,Delivered,1,2243.43,358.95,Organic Search
ORD0000002851,2023-02-03 15:47:00,CUST205487,Noah Okafor,Corporate,Tunisia,Tunis,PROD08381,Books,Business Analytics,2,321.46,0.15,Credit Card,Express,Returned,5,546.48,65.58,Marketplace
ORD0000002852,2023-02-03 16:04:00,CUST205524,Maya Traore,Consumer,Morocco,Casablanca,PROD08412,Fashion,Cotton Shirt,6,322.43,0.05,Credit Card,Standard,Processing,4,1837.85,147.03,Referral
ORD0000002853,2023-02-03 16:21:00,CUST205561,Adam Ali,Small Business,Ghana,Accra,PROD08443,Health,Water Bottle,1,323.40,0.20,Credit Card,Pickup Point,Shipped,3,258.72,69.85,Email
ORD0000002854,2023-02-03 16:38:00,CUST205598,Sara Hassan,Home Office,Egypt,Cairo,PROD08474,Furniture,Bookcase,5,324.37,0.10,Credit Card,Same Day,Delivered,2,1459.66,335.72,Social Media
ORD0000002855,2023-02-03 16:55:00,CUST205635,Youssef Abdi,Corporate,Tunisia,Tunis,PROD08505,Office Supplies,Desk Organizer,9,325.34,0.00,Credit Card,Express,Delivered,1,2928.06,556.33,Paid Search
ORD0000002856,2023-02-03 17:12:00,CUST205672,Nora Bennani,Consumer,Morocco,Casablanca,PROD08536,Electronics,Bluetooth Speaker,4,326.31,0.15,Credit Card,Standard,Delivered,5,1109.45,166.42,Organic Search
ORD0000002857,2023-02-03 17:29:00,CUST205709,Karim Kone,Small Business,Ghana,Accra,PROD08567,Sports,Training Gloves,8,327.28,0.05,Credit Card,Pickup Point,Returned,4,2487.33,273.61,Marketplace
ORD0000002858,2023-02-03 17:46:00,CUST205746,Hana Khalil,Home Office,Egypt,Cairo,PROD08598,Groceries,Rice Bag,3,328.25,0.20,Credit Card,Same Day,Processing,3,787.80,236.34,Referral
ORD0000002859,2023-02-03 18:03:00,CUST205783,Elias Diallo,Corporate,Tunisia,Tunis,PROD08629,Books,Business Analytics,7,329.22,0.10,Credit Card,Express,Shipped,2,2074.09,539.26,Email
ORD0000002860,2023-02-03 18:20:00,CUST205820,Leila Adeyemi,Consumer,Morocco,Casablanca,PROD08660,Fashion,Cotton Shirt,2,330.19,0.00,Credit Card,Standard,Delivered,1,660.38,145.28,Social Media
ORD0000002861,2023-02-03 18:37:00,CUST205857,Ilyas Mansour,Small Business,Ghana,Accra,PROD08691,Health,Water Bottle,6,331.16,0.15,Credit Card,Pickup Point,Delivered,5,1688.92,304.01,Paid Search
ORD0000002862,2023-02-03 18:54:00,CUST205894,Mariam Mensah,Home Office,Egypt,Cairo,PROD08722,Furniture,Bookcase,1,332.13,0.05,Credit Card,Same Day,Delivered,4,315.52,44.17,Organic Search
ORD0000002863,2023-02-03 19:11:00,CUST205931,Rayan Ndiaye,Corporate,Tunisia,Tunis,PROD08753,Office Supplies,Desk Organizer,5,333.10,0.20,Credit Card,Express,Returned,3,1332.40,133.24,Marketplace
ORD0000002864,2023-02-03 19:28:00,CUST205968,Amina Toure,Consumer,Morocco,Casablanca,PROD08784,Electronics,Bluetooth Speaker,9,334.07,0.10,Credit Card,Standard,Processing,2,2705.97,784.73,Referral
ORD0000002865,2023-02-03 19:45:00,CUST206005,Omar Okafor,Small Business,Ghana,Accra,PROD08815,Sports,Training Gloves,4,335.04,0.00,Credit Card,Pickup Point,Shipped,1,1340.16,335.04,Email
ORD0000002866,2023-02-03 20:02:00,CUST206042,Lina Traore,Home Office,Egypt,Cairo,PROD08846,Groceries,Rice Bag,8,336.01,0.15,Credit Card,Same Day,Delivered,5,2284.87,479.82,Social Media
ORD0000002867,2023-02-03 20:19:00,CUST206079,Noah Ali,Corporate,Tunisia,Tunis,PROD08877,Books,Business Analytics,3,336.98,0.05,Credit Card,Express,Delivered,4,960.39,163.27,Paid Search
ORD0000002868,2023-02-03 20:36:00,CUST206116,Maya Hassan,Consumer,Morocco,Casablanca,PROD08908,Fashion,Cotton Shirt,7,337.95,0.20,Credit Card,Standard,Delivered,3,1892.52,246.03,Organic Search
ORD0000002869,2023-02-03 20:53:00,CUST206153,Adam Abdi,Small Business,Ghana,Accra,PROD08939,Health,Water Bottle,2,338.92,0.10,Credit Card,Pickup Point,Returned,2,610.06,54.91,Marketplace
ORD0000002870,2023-02-03 21:10:00,CUST206190,Sara Bennani,Home Office,Egypt,Cairo,PROD08970,Furniture,Bookcase,6,339.89,0.00,Credit Card,Same Day,Processing,1,2039.34,571.02,Referral
ORD0000002871,2023-02-03 21:27:00,CUST206227,Youssef Kone,Corporate,Tunisia,Tunis,PROD09001,Office Supplies,Desk Organizer,1,340.86,0.15,Credit Card,Express,Shipped,5,289.73,69.54,Email
ORD0000002872,2023-02-03 21:44:00,CUST206264,Nora Khalil,Consumer,Morocco,Casablanca,PROD09032,Electronics,Bluetooth Speaker,5,341.83,0.05,Credit Card,Standard,Delivered,4,1623.69,324.74,Social Media
ORD0000002873,2023-02-03 22:01:00,CUST206301,Karim Diallo,Small Business,Ghana,Accra,PROD09063,Sports,Training Gloves,9,342.80,0.20,Credit Card,Pickup Point,Delivered,3,2468.16,394.91,Paid Search
ORD0000002874,2023-02-03 22:18:00,CUST206338,Hana Adeyemi,Home Office,Egypt,Cairo,PROD09094,Groceries,Rice Bag,4,343.77,0.10,Credit Card,Same Day,Delivered,2,1237.57,148.51,Organic Search
ORD0000002875,2023-02-03 22:35:00,CUST206375,Elias Mansour,Corporate,Tunisia,Tunis,PROD09125,Books,Business Analytics,8,344.74,0.00,Credit Card,Express,Returned,1,2757.92,220.63,Marketplace
ORD0000002876,2023-02-03 22:52:00,CUST206412,Leila Mensah,Consumer,Morocco,Casablanca,PROD09156,Fashion,Cotton Shirt,3,345.71,0.15,Credit Card,Standard,Processing,5,881.56,238.02,Referral
ORD0000002877,2023-02-03 23:09:00,CUST206449,Ilyas Ndiaye,Small Business,Ghana,Accra,PROD09187,Health,Water Bottle,7,346.68,0.05,Credit Card,Pickup Point,Shipped,4,2305.42,530.25,Email
ORD0000002878,2023-02-03 23:26:00,CUST206486,Mariam Toure,Home Office,Egypt,Cairo,PROD09218,Furniture,Bookcase,2,347.65,0.20,Credit Card,Same Day,Delivered,3,556.24,105.69,Social Media
ORD0000002879,2023-02-03 23:43:00,CUST206523,Rayan Okafor,Corporate,Tunisia,Tunis,PROD09249,Office Supplies,Desk Organizer,6,348.62,0.10,Credit Card,Express,Delivered,2,1882.55,282.38,Paid Search
ORD0000002880,2023-02-04 00:00:00,CUST206560,Amina Traore,Consumer,Morocco,Casablanca,PROD09280,Electronics,Bluetooth Speaker,1,349.59,0.00,Credit Card,Standard,Delivered,1,349.59,38.45,Organic Search
ORD0000002881,2023-02-04 00:17:00,CUST206597,Omar Ali,Small Business,Ghana,Accra,PROD09311,Sports,Training Gloves,5,350.56,0.15,Credit Card,Pickup Point,Returned,5,1489.88,446.96,Marketplace
ORD0000002882,2023-02-04 00:34:00,CUST206634,Lina Hassan,Home Office,Egypt,Cairo,PROD09342,Groceries,Rice Bag,9,351.53,0.05,Credit Card,Same Day,Processing,4,3005.58,781.45,Referral
ORD0000002883,2023-02-04 00:51:00,CUST206671,Noah Abdi,Corporate,Tunisia,Tunis,PROD09373,Books,Business Analytics,4,352.50,0.20,Credit Card,Express,Shipped,3,1128.00,248.16,Email
ORD0000002884,2023-02-04 01:08:00,CUST206708,Maya Bennani,Consumer,Morocco,Casablanca,PROD09404,Fashion,Cotton Shirt,8,353.47,0.10,Credit Card,Standard,Delivered,2,2544.98,458.10,Social Media
ORD0000002885,2023-02-04 01:25:00,CUST206745,Adam Kone,Small Business,Ghana,Accra,PROD09435,Health,Water Bottle,3,354.44,0.00,Credit Card,Pickup Point,Delivered,1,1063.32,148.86,Paid Search
ORD0000002886,2023-02-04 01:42:00,CUST206782,Sara Khalil,Home Office,Egypt,Cairo,PROD09466,Furniture,Bookcase,7,355.41,0.15,Credit Card,Same Day,Delivered,5,2114.69,211.47,Organic Search
ORD0000002887,2023-02-04 01:59:00,CUST206819,Youssef Diallo,Corporate,Tunisia,Tunis,PROD09497,Office Supplies,Desk Organizer,2,356.38,0.05,Credit Card,Express,Returned,4,677.12,196.36,Marketplace
ORD0000002888,2023-02-04 02:16:00,CUST206856,Nora Adeyemi,Consumer,Morocco,Casablanca,PROD09528,Electronics,Bluetooth Speaker,6,357.35,0.20,Credit Card,Standard,Processing,3,1715.28,428.82,Referral
ORD0000002889,2023-02-04 02:33:00,CUST206893,Karim Mansour,Small Business,Ghana,Accra,PROD09559,Sports,Training Gloves,1,358.32,0.10,Credit Card,Pickup Point,Shipped,2,322.49,67.72,Email
ORD0000002890,2023-02-04 02:50:00,CUST206930,Hana Mensah,Home Office,Egypt,Cairo,PROD09590,Groceries,Rice Bag,5,359.29,0.00,Credit Card,Same Day,Delivered,1,1796.45,305.40,Social Media
ORD0000002891,2023-02-04 03:07:00,CUST206967,Elias Ndiaye,Corporate,Tunisia,Tunis,PROD09621,Books,Business Analytics,9,360.26,0.15,Credit Card,Express,Delivered,5,2755.99,358.28,Paid Search
ORD0000002892,2023-02-04 03:24:00,CUST207004,Leila Toure,Consumer,Morocco,Casablanca,PROD09652,Fashion,Cotton Shirt,4,361.23,0.05,Credit Card,Standard,Delivered,4,1372.67,123.54,Organic Search
ORD0000002893,2023-02-04 03:41:00,CUST207041,Ilyas Okafor,Small Business,Ghana,Accra,PROD09683,Health,Water Bottle,8,362.20,0.20,Credit Card,Pickup Point,Returned,3,2318.08,649.06,Marketplace
ORD0000002894,2023-02-04 03:58:00,CUST207078,Mariam Traore,Home Office,Egypt,Cairo,PROD09714,Furniture,Bookcase,3,363.17,0.10,Credit Card,Same Day,Processing,2,980.56,235.33,Referral
ORD0000002895,2023-02-04 04:15:00,CUST207115,Rayan Ali,Corporate,Tunisia,Tunis,PROD09745,Office Supplies,Desk Organizer,7,364.14,0.00,Credit Card,Express,Shipped,1,2548.98,509.80,Email
ORD0000002896,2023-02-04 04:32:00,CUST207152,Amina Hassan,Consumer,Morocco,Casablanca,PROD09776,Electronics,Bluetooth Speaker,2,365.11,0.15,Credit Card,Standard,Delivered,5,620.69,99.31,Social Media
ORD0000002897,2023-02-04 04:49:00,CUST207189,Omar Abdi,Small Business,Ghana,Accra,PROD09807,Sports,Training Gloves,6,366.08,0.05,Credit Card,Pickup Point,Delivered,4,2086.66,250.40,Paid Search
ORD0000002898,2023-02-04 05:06:00,CUST207226,Lina Bennani,Home Office,Egypt,Cairo,PROD09838,Groceries,Rice Bag,1,367.05,0.20,Credit Card,Same Day,Delivered,3,293.64,23.49,Organic Search
ORD0000002899,2023-02-04 05:23:00,CUST207263,Noah Kone,Corporate,Tunisia,Tunis,PROD09869,Books,Business Analytics,5,368.02,0.10,Credit Card,Express,Returned,2,1656.09,447.14,Marketplace
ORD0000002900,2023-02-04 05:40:00,CUST207300,Maya Khalil,Consumer,Morocco,Casablanca,PROD09900,Fashion,Cotton Shirt,9,368.99,0.00,Credit Card,Standard,Processing,1,3320.91,763.81,Referral
ORD0000002901,2023-02-04 05:57:00,CUST207337,Adam Diallo,Small Business,Ghana,Accra,PROD09931,Health,Water Bottle,4,369.96,0.15,Credit Card,Pickup Point,Shipped,5,1257.86,238.99,Email
ORD0000002902,2023-02-04 06:14:00,CUST207374,Sara Adeyemi,Home Office,Egypt,Cairo,PROD09962,Furniture,Bookcase,8,370.93,0.05,Credit Card,Same Day,Delivered,4,2819.07,422.86,Social Media
ORD0000002903,2023-02-04 06:31:00,CUST207411,Youssef Mansour,Corporate,Tunisia,Tunis,PROD09993,Office Supplies,Desk Organizer,3,371.90,0.20,Credit Card,Express,Delivered,3,892.56,98.18,Paid Search
ORD0000002904,2023-02-04 06:48:00,CUST207448,Nora Mensah,Consumer,Morocco,Casablanca,PROD10024,Electronics,Bluetooth Speaker,7,372.87,0.10,Credit Card,Standard,Delivered,2,2349.08,704.72,Organic Search
ORD0000002905,2023-02-04 07:05:00,CUST207485,Karim Ndiaye,Small Business,Ghana,Accra,PROD10055,Sports,Training Gloves,2,373.84,0.00,Credit Card,Pickup Point,Returned,1,747.68,194.40,Marketplace
ORD0000002906,2023-02-04 07:22:00,CUST207522,Hana Toure,Home Office,Egypt,Cairo,PROD10086,Groceries,Rice Bag,6,374.81,0.15,Credit Card,Same Day,Processing,5,1911.53,420.54,Referral
ORD0000002907,2023-02-04 07:39:00,CUST207559,Elias Okafor,Corporate,Tunisia,Tunis,PROD10117,Books,Business Analytics,1,375.78,0.05,Credit Card,Express,Shipped,4,356.99,64.26,Email
ORD0000002908,2023-02-04 07:56:00,CUST207596,Leila Traore,Consumer,Morocco,Casablanca,PROD10148,Fashion,Cotton Shirt,5,376.75,0.20,Credit Card,Standard,Delivered,3,1507.00,210.98,Social Media
ORD0000002909,2023-02-04 08:13:00,CUST207633,Ilyas Ali,Small Business,Ghana,Accra,PROD10179,Health,Water Bottle,9,377.72,0.10,Credit Card,Pickup Point,Delivered,2,3059.53,305.95,Paid Search
ORD0000002910,2023-02-04 08:30:00,CUST207670,Mariam Hassan,Home Office,Egypt,Cairo,PROD10210,Furniture,Bookcase,4,378.69,0.00,Credit Card,Same Day,Delivered,1,1514.76,439.28,Organic Search
ORD0000002911,2023-02-04 08:47:00,CUST207707,Rayan Abdi,Corporate,Tunisia,Tunis,PROD10241,Office Supplies,Desk Organizer,8,379.66,0.15,Credit Card,Express,Returned,5,2581.69,645.42,Marketplace
ORD0000002912,2023-02-04 09:04:00,CUST207744,Amina Bennani,Consumer,Morocco,Casablanca,PROD10272,Electronics,Bluetooth Speaker,3,380.63,0.05,Credit Card,Standard,Processing,4,1084.80,227.81,Referral
ORD0000002913,2023-02-04 09:21:00,CUST207781,Omar Kone,Small Business,Ghana,Accra,PROD10303,Sports,Training Gloves,7,381.60,0.20,Credit Card,Pickup Point,Shipped,3,2136.96,363.28,Email
ORD0000002914,2023-02-04 09:38:00,CUST207818,Lina Khalil,Home Office,Egypt,Cairo,PROD10334,Groceries,Rice Bag,2,382.57,0.10,Credit Card,Same Day,Delivered,2,688.63,89.52,Social Media
ORD0000002915,2023-02-04 09:55:00,CUST207855,Noah Diallo,Corporate,Tunisia,Tunis,PROD10365,Books,Business Analytics,6,383.54,0.00,Credit Card,Express,Delivered,1,2301.24,207.11,Paid Search
ORD0000002916,2023-02-04 10:12:00,CUST207892,Maya Adeyemi,Consumer,Morocco,Casablanca,PROD10396,Fashion,Cotton Shirt,1,384.51,0.15,Credit Card,Standard,Delivered,5,326.83,91.51,Organic Search
ORD0000002917,2023-02-04 10:29:00,CUST207929,Adam Mansour,Small Business,Ghana,Accra,PROD10427,Health,Water Bottle,5,385.48,0.05,Credit Card,Pickup Point,Returned,4,1831.03,439.45,Marketplace
ORD0000002918,2023-02-04 10:46:00,CUST207966,Sara Mensah,Home Office,Egypt,Cairo,PROD10458,Furniture,Bookcase,9,386.45,0.20,Credit Card,Same Day,Processing,3,2782.44,556.49,Referral
ORD0000002919,2023-02-04 11:03:00,CUST208003,Youssef Ndiaye,Corporate,Tunisia,Tunis,PROD10489,Office Supplies,Desk Organizer,4,387.42,0.10,Credit Card,Express,Shipped,2,1394.71,223.15,Email
ORD0000002920,2023-02-04 11:20:00,CUST208040,Nora Toure,Consumer,Morocco,Casablanca,PROD10520,Electronics,Bluetooth Speaker,8,388.39,0.00,Credit Card,Standard,Delivered,1,3107.12,372.85,Social Media
ORD0000002921,2023-02-04 11:37:00,CUST208077,Karim Okafor,Small Business,Ghana,Accra,PROD10551,Sports,Training Gloves,3,389.36,0.15,Credit Card,Pickup Point,Delivered,5,992.87,79.43,Paid Search
ORD0000002922,2023-02-04 11:54:00,CUST208114,Hana Traore,Home Office,Egypt,Cairo,PROD10582,Groceries,Rice Bag,7,390.33,0.05,Credit Card,Same Day,Delivered,4,2595.69,700.84,Organic Search
ORD0000002923,2023-02-04 12:11:00,CUST208151,Elias Ali,Corporate,Tunisia,Tunis,PROD10613,Books,Business Analytics,2,391.30,0.20,Credit Card,Express,Returned,3,626.08,144.00,Marketplace
ORD0000002924,2023-02-04 12:28:00,CUST208188,Leila Hassan,Consumer,Morocco,Casablanca,PROD10644,Fashion,Cotton Shirt,6,392.27,0.10,Credit Card,Standard,Processing,2,2118.26,402.47,Referral
ORD0000002925,2023-02-04 12:45:00,CUST208225,Ilyas Abdi,Small Business,Ghana,Accra,PROD10675,Health,Water Bottle,1,393.24,0.00,Credit Card,Pickup Point,Shipped,1,393.24,58.99,Email
ORD0000002926,2023-02-04 13:02:00,CUST208262,Mariam Bennani,Home Office,Egypt,Cairo,PROD10706,Furniture,Bookcase,5,394.21,0.15,Credit Card,Same Day,Delivered,5,1675.39,184.29,Social Media
ORD0000002927,2023-02-04 13:19:00,CUST208299,Rayan Kone,Corporate,Tunisia,Tunis,PROD10737,Office Supplies,Desk Organizer,9,395.18,0.05,Credit Card,Express,Delivered,4,3378.79,1013.64,Paid Search
ORD0000002928,2023-02-04 13:36:00,CUST208336,Amina Khalil,Consumer,Morocco,Casablanca,PROD10768,Electronics,Bluetooth Speaker,4,396.15,0.20,Credit Card,Standard,Delivered,3,1267.68,329.60,Organic Search
